Reporting unit,Reporting unit type,State,Peer group,Year,Triage category,Number of presentations,,Percentage of patients seen on time
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Semi-Urgent,"15,613",,85%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Semi-Urgent,"18,196",,87%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Semi-Urgent,"19,707",,87%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Semi-Urgent,"19,726",,89%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Semi-Urgent,"19,689",,87%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Semi-Urgent,"18,025",,81%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Semi-Urgent,"15,921",,78%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Semi-Urgent,"17,077",,81%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Semi-Urgent,"15,791",,75%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Semi-Urgent,"15,314",,71%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Semi-Urgent,"14,070",,70%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Semi-Urgent,"13,554",,64%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Urgent,"14,996",,73%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Urgent,"14,532",,80%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Urgent,"16,809",,79%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Urgent,"21,736",,78%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Urgent,"25,195",,73%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Urgent,"25,835",,71%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Urgent,"27,504",,60%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Urgent,"27,598",,59%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Urgent,"29,888",,73%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Urgent,"30,746",,67%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Urgent,"32,548",,64%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Urgent,"35,477",,64%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Urgent,"36,026",,59%
Queensland,State,Qld,National,2011–12,Emergency,"138,446",,82%
Queensland,State,Qld,National,2012–13,Emergency,"149,608",,84%
Queensland,State,Qld,National,2013–14,Emergency,"163,193",,80%
Queensland,State,Qld,National,2014–15,Emergency,"179,922",,77%
Queensland,State,Qld,National,2015–16,Emergency,"201,437",,74%
Queensland,State,Qld,National,2016–17,Emergency,"214,844",,72%
Queensland,State,Qld,National,2017–18,Emergency,"235,777",,72%
Queensland,State,Qld,National,2018–19,Emergency,"255,366",,72%
Queensland,State,Qld,National,2019–20,Emergency,"269,599",,74%
Queensland,State,Qld,National,2020–21,Emergency,"300,517",,68%
Queensland,State,Qld,National,2021–22,Emergency,"317,003",,62%
Queensland,State,Qld,National,2022–23,Emergency,"330,318",,64%
Queensland,State,Qld,National,2023–24,Emergency,"359,385",,68%
Queensland,State,Qld,National,2011–12,Non-Urgent,"59,711",,90%
Queensland,State,Qld,National,2012–13,Non-Urgent,"61,212",,92%
Queensland,State,Qld,National,2013–14,Non-Urgent,"61,238",,92%
Queensland,State,Qld,National,2014–15,Non-Urgent,"59,554",,93%
Queensland,State,Qld,National,2015–16,Non-Urgent,"58,494",,94%
Queensland,State,Qld,National,2016–17,Non-Urgent,"60,082",,94%
Queensland,State,Qld,National,2017–18,Non-Urgent,"59,208",,93%
Queensland,State,Qld,National,2018–19,Non-Urgent,"61,266",,93%
Queensland,State,Qld,National,2019–20,Non-Urgent,"83,938",,96%
Queensland,State,Qld,National,2020–21,Non-Urgent,"187,553",,97%
Queensland,State,Qld,National,2021–22,Non-Urgent,"148,819",,95%
Queensland,State,Qld,National,2022–23,Non-Urgent,"57,852",,91%
Queensland,State,Qld,National,2023–24,Non-Urgent,"59,189",,92%
Queensland,State,Qld,National,2011–12,Resuscitation,"10,129",,100%
Queensland,State,Qld,National,2012–13,Resuscitation,"9,799",,100%
Queensland,State,Qld,National,2013–14,Resuscitation,"9,843",,100%
Queensland,State,Qld,National,2014–15,Resuscitation,"10,783",,99%
Queensland,State,Qld,National,2015–16,Resuscitation,"11,804",,100%
Queensland,State,Qld,National,2016–17,Resuscitation,"13,057",,100%
Queensland,State,Qld,National,2017–18,Resuscitation,"13,994",,100%
Queensland,State,Qld,National,2018–19,Resuscitation,"14,883",,100%
Queensland,State,Qld,National,2019–20,Resuscitation,"15,011",,100%
Queensland,State,Qld,National,2020–21,Resuscitation,"14,978",,100%
Queensland,State,Qld,National,2021–22,Resuscitation,"14,592",,100%
Queensland,State,Qld,National,2022–23,Resuscitation,"16,071",,100%
Queensland,State,Qld,National,2023–24,Resuscitation,"18,382",,100%
Queensland,State,Qld,National,2011–12,Semi-Urgent,"448,637",,69%
Queensland,State,Qld,National,2012–13,Semi-Urgent,"477,206",,74%
Queensland,State,Qld,National,2013–14,Semi-Urgent,"500,855",,75%
Queensland,State,Qld,National,2014–15,Semi-Urgent,"491,769",,74%
Queensland,State,Qld,National,2015–16,Semi-Urgent,"489,563",,74%
Queensland,State,Qld,National,2016–17,Semi-Urgent,"475,028",,74%
Queensland,State,Qld,National,2017–18,Semi-Urgent,"468,201",,73%
Queensland,State,Qld,National,2018–19,Semi-Urgent,"471,048",,75%
Queensland,State,Qld,National,2019–20,Semi-Urgent,"478,025",,81%
Queensland,State,Qld,National,2020–21,Semi-Urgent,"575,381",,80%
Queensland,State,Qld,National,2021–22,Semi-Urgent,"550,572",,76%
Queensland,State,Qld,National,2022–23,Semi-Urgent,"471,466",,74%
Queensland,State,Qld,National,2023–24,Semi-Urgent,"461,097",,77%
Queensland,State,Qld,National,2011–12,Urgent,"493,107",,63%
Queensland,State,Qld,National,2012–13,Urgent,"525,105",,68%
Queensland,State,Qld,National,2013–14,Urgent,"551,415",,67%
Queensland,State,Qld,National,2014–15,Urgent,"577,772",,64%
Queensland,State,Qld,National,2015–16,Urgent,"616,755",,61%
Queensland,State,Qld,National,2016–17,Urgent,"634,286",,60%
Queensland,State,Qld,National,2017–18,Urgent,"671,369",,59%
Queensland,State,Qld,National,2018–19,Urgent,"695,734",,61%
Queensland,State,Qld,National,2019–20,Urgent,"702,147",,71%
Queensland,State,Qld,National,2020–21,Urgent,"740,445",,65%
Queensland,State,Qld,National,2021–22,Urgent,"756,794",,60%
Queensland,State,Qld,National,2022–23,Urgent,"788,429",,62%
Queensland,State,Qld,National,2023–24,Urgent,"802,967",,65%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2014–15,Emergency,"4,949",,93%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2015–16,Emergency,"10,139",,92%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2016–17,Emergency,"10,422",,94%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2017–18,Emergency,"11,830",,91%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2018–19,Emergency,"11,159",,87%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2019–20,Emergency,"9,830",,93%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2020–21,Emergency,"9,654",,85%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2021–22,Emergency,"9,892",,85%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2022–23,Emergency,"10,668",,87%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2023–24,Emergency,"10,023",,88%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2014–15,Non-Urgent,"1,990",,96%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2015–16,Non-Urgent,"2,363",,96%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2016–17,Non-Urgent,"2,512",,96%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2017–18,Non-Urgent,"2,771",,89%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2018–19,Non-Urgent,"2,849",,94%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2019–20,Non-Urgent,"3,674",,96%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2020–21,Non-Urgent,"6,359",,98%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2021–22,Non-Urgent,"5,909",,96%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2022–23,Non-Urgent,"5,659",,93%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2023–24,Non-Urgent,"6,099",,95%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2014–15,Resuscitation,282,,99%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2015–16,Resuscitation,497,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2016–17,Resuscitation,435,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2017–18,Resuscitation,468,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2018–19,Resuscitation,433,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2019–20,Resuscitation,338,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2020–21,Resuscitation,335,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2021–22,Resuscitation,328,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2022–23,Resuscitation,376,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2023–24,Resuscitation,357,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2014–15,Semi-Urgent,"17,094",,74%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2015–16,Semi-Urgent,"30,594",,74%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2016–17,Semi-Urgent,"30,060",,77%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2017–18,Semi-Urgent,"30,895",,63%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2018–19,Semi-Urgent,"32,049",,75%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2019–20,Semi-Urgent,"29,275",,84%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2020–21,Semi-Urgent,"33,848",,91%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2021–22,Semi-Urgent,"33,430",,85%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2022–23,Semi-Urgent,"32,688",,82%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2023–24,Semi-Urgent,"31,510",,82%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2014–15,Urgent,"11,388",,67%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2015–16,Urgent,"21,203",,65%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2016–17,Urgent,"22,529",,65%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2017–18,Urgent,"24,303",,53%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2018–19,Urgent,"24,133",,64%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2019–20,Urgent,"21,829",,78%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2020–21,Urgent,"22,347",,83%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2021–22,Urgent,"24,845",,76%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2022–23,Urgent,"25,645",,73%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,2023–24,Urgent,"25,848",,74%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Emergency,"8,852",,88%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Emergency,"7,429",,76%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Emergency,"8,093",,69%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Emergency,"7,592",,77%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Emergency,"7,818",,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Emergency,"8,790",,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Emergency,"8,411",,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Emergency,"8,292",,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Emergency,"7,682",,83%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Emergency,"8,863",,80%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Emergency,"9,231",,74%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Emergency,"9,655",,69%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Emergency,"9,874",,72%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Non-Urgent,"1,159",,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Non-Urgent,"1,159",,89%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Non-Urgent,"1,308",,90%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Non-Urgent,"1,709",,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Non-Urgent,"2,044",,94%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Non-Urgent,"2,339",,91%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Non-Urgent,"2,256",,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Non-Urgent,"2,697",,86%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Non-Urgent,"7,041",,95%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Non-Urgent,"23,739",,96%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Non-Urgent,"16,321",,96%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Non-Urgent,"3,043",,85%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Non-Urgent,"2,647",,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Resuscitation,380,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Resuscitation,229,,99%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Resuscitation,241,,99%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Resuscitation,222,,98%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Resuscitation,234,,97%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Resuscitation,252,,97%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Resuscitation,277,,96%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Resuscitation,318,,98%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Resuscitation,372,,99%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Resuscitation,338,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Resuscitation,400,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Resuscitation,409,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Resuscitation,363,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Semi-Urgent,"16,283",,69%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Semi-Urgent,"18,474",,67%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Semi-Urgent,"19,211",,65%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Semi-Urgent,"21,100",,63%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Semi-Urgent,"20,739",,67%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Semi-Urgent,"20,611",,66%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Semi-Urgent,"21,185",,67%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Semi-Urgent,"21,457",,60%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Semi-Urgent,"21,535",,68%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Semi-Urgent,"22,292",,60%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Semi-Urgent,"20,681",,58%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Semi-Urgent,"20,050",,63%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Semi-Urgent,"22,517",,75%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2011–12,Urgent,"25,831",,65%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2012–13,Urgent,"27,266",,62%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2013–14,Urgent,"28,690",,53%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2014–15,Urgent,"27,981",,47%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2015–16,Urgent,"29,524",,52%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2016–17,Urgent,"29,181",,51%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2017–18,Urgent,"30,765",,54%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2018–19,Urgent,"29,898",,48%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2019–20,Urgent,"28,948",,57%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2020–21,Urgent,"29,087",,47%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2021–22,Urgent,"31,763",,46%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2022–23,Urgent,"32,989",,44%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,2023–24,Urgent,"37,607",,53%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2011–12,Emergency,"3,713",,95%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Emergency,"4,640",,95%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Emergency,"5,137",,94%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Emergency,"5,805",,79%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Emergency,"6,597",,74%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Emergency,"7,512",,74%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Emergency,"8,344",,67%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Emergency,"10,725",,63%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Emergency,"10,115",,76%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Emergency,"9,983",,71%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Emergency,"10,517",,68%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Emergency,"11,090",,69%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Emergency,"12,461",,65%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2011–12,Non-Urgent,"3,630",,92%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Non-Urgent,"3,679",,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Non-Urgent,"3,496",,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Non-Urgent,"2,990",,92%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Non-Urgent,"2,771",,89%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Non-Urgent,"2,476",,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Non-Urgent,"1,665",,90%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Non-Urgent,"1,839",,87%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Non-Urgent,"1,876",,93%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Non-Urgent,"1,877",,93%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Non-Urgent,"1,605",,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Non-Urgent,"1,575",,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Non-Urgent,"1,098",,90%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2011–12,Resuscitation,101,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Resuscitation,147,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Resuscitation,158,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Resuscitation,209,,96%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Resuscitation,225,,99%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Resuscitation,220,,99%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Resuscitation,246,,99%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Resuscitation,457,,98%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Resuscitation,470,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Resuscitation,614,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Resuscitation,649,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Resuscitation,717,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Resuscitation,486,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2011–12,Semi-Urgent,"16,255",,60%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Semi-Urgent,"16,592",,61%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Semi-Urgent,"18,685",,63%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Semi-Urgent,"18,892",,62%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Semi-Urgent,"18,541",,64%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Semi-Urgent,"16,283",,66%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Semi-Urgent,"15,166",,60%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Semi-Urgent,"12,890",,65%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Semi-Urgent,"13,986",,78%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Semi-Urgent,"15,224",,77%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Semi-Urgent,"14,222",,74%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Semi-Urgent,"14,890",,76%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Semi-Urgent,"13,036",,76%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2011–12,Urgent,"21,922",,51%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Urgent,"23,783",,50%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Urgent,"23,654",,51%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Urgent,"24,873",,45%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Urgent,"25,576",,50%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Urgent,"25,023",,50%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Urgent,"26,401",,45%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Urgent,"26,086",,54%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Urgent,"27,632",,75%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Urgent,"29,107",,70%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Urgent,"29,702",,64%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Urgent,"30,226",,68%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Urgent,"29,771",,67%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Emergency,"6,155",,78%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Emergency,"7,287",,76%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Emergency,"7,480",,76%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Emergency,"8,358",,73%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Emergency,"8,956",,70%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Emergency,"9,594",,71%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Emergency,"9,561",,68%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Emergency,"10,954",,65%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Emergency,"15,247",,57%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Emergency,"15,236",,56%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Emergency,"12,230",,59%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Emergency,"15,131",,62%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Non-Urgent,"1,217",,88%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Non-Urgent,"1,394",,89%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Non-Urgent,"1,012",,89%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Non-Urgent,850,,88%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Non-Urgent,"1,053",,91%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Non-Urgent,"1,264",,92%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Non-Urgent,"1,044",,91%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Non-Urgent,"1,253",,94%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Non-Urgent,"1,213",,90%
