HEP Code,HEP Name,Year,State,Cohort,Program,Amount
3043,University of the Sunshine Coast,2007,QLD,RUN,APA,"60,988 "
3043,University of the Sunshine Coast,2007,QLD,RUN,IPRS,"44,310 "
3043,University of the Sunshine Coast,2007,QLD,RUN,CTS,"20,810 "
3043,University of the Sunshine Coast,2007,QLD,RUN,IGS,"240,710 "
3043,University of the Sunshine Coast,2007,QLD,RUN,RIBG,"50,629 "
3043,University of the Sunshine Coast,2007,QLD,RUN,RTS,"652,849 "
1058,University of Wollongong,2007,NSW,non-aligned,APA,"1,831,990 "
1058,University of Wollongong,2007,NSW,non-aligned,IPRS,"343,938 "
1058,University of Wollongong,2007,NSW,non-aligned,CTS,"104,510 "
1058,University of Wollongong,2007,NSW,non-aligned,IGS,"5,847,312 "
1058,University of Wollongong,2007,NSW,non-aligned,RIBG,"3,673,652 "
1058,University of Wollongong,2007,NSW,non-aligned,RPS,"392,203 "
1058,University of Wollongong,2007,NSW,non-aligned,RTS,"12,320,141 "
3007,Victoria University,2007,VIC,non-aligned,APA,"859,117 "
3007,Victoria University,2007,VIC,non-aligned,IPRS,"233,794 "
3007,Victoria University,2007,VIC,non-aligned,CTS,"49,589 "
3007,Victoria University,2007,VIC,non-aligned,IGS,"1,976,177 "
3007,Victoria University,2007,VIC,non-aligned,RIBG,"744,647 "
3007,Victoria University,2007,VIC,non-aligned,RTS,"5,230,309 "
3004,Western Sydney University,2007,NSW,IRU,APA,"1,318,812 "
3004,Western Sydney University,2007,NSW,IRU,IPRS,"272,010 "
3004,Western Sydney University,2007,NSW,IRU,CTS,"69,664 "
3004,Western Sydney University,2007,NSW,IRU,IGS,"3,224,616 "
3004,Western Sydney University,2007,NSW,IRU,RIBG,"1,256,663 "
3004,Western Sydney University,2007,NSW,IRU,RTS,"7,847,486 "
3006,Australian Catholic University,2006,OTHER,non-aligned,APA,"239,756 "
3006,Australian Catholic University,2006,OTHER,non-aligned,IPRS,"41,780 "
3006,Australian Catholic University,2006,OTHER,non-aligned,IGS,"704,901 "
3006,Australian Catholic University,2006,OTHER,non-aligned,RIBG,"166,914 "
3006,Australian Catholic University,2006,OTHER,non-aligned,RTS,"1,150,660 "
2246,Batchelor Institute of Indigenous Tertiary Education,2006,NT,non-aligned,APA,"36,914 "
2246,Batchelor Institute of Indigenous Tertiary Education,2006,NT,non-aligned,IGS,"116,255 "
2246,Batchelor Institute of Indigenous Tertiary Education,2006,NT,non-aligned,RTS,"106,697 "
3003,Bond University ,2006,QLD,non-aligned,APA,"79,545 "
3003,Bond University ,2006,QLD,non-aligned,IPRS,"43,880 "
3003,Bond University ,2006,QLD,non-aligned,IGS,"92,360 "
3003,Bond University ,2006,QLD,non-aligned,RIBG,"17,171 "
3003,Bond University ,2006,QLD,non-aligned,RTS,"247,151 "
2200,Central Queensland University,2006,QLD,RUN,APA,"399,966 "
2200,Central Queensland University,2006,QLD,RUN,IPRS,"13,727 "
2200,Central Queensland University,2006,QLD,RUN,IGS,"1,290,817 "
2200,Central Queensland University,2006,QLD,RUN,RIBG,"243,545 "
2200,Central Queensland University,2006,QLD,RUN,RPS,"33,591 "
2200,Central Queensland University,2006,QLD,RUN,RTS,"2,627,752 "
3001,Charles Darwin University,2006,NT,non-aligned,APA,"381,538 "
3001,Charles Darwin University,2006,NT,non-aligned,IPRS,"74,756 "
3001,Charles Darwin University,2006,NT,non-aligned,IGS,"1,452,512 "
3001,Charles Darwin University,2006,NT,non-aligned,RIBG,"1,045,099 "
3001,Charles Darwin University,2006,NT,non-aligned,RTS,"2,352,358 "
3005,Charles Sturt University,2006,NSW,RUN,APA,"507,823 "
3005,Charles Sturt University,2006,NSW,RUN,IPRS,"107,470 "
3005,Charles Sturt University,2006,NSW,RUN,IGS,"1,564,009 "
3005,Charles Sturt University,2006,NSW,RUN,RIBG,"947,725 "
3005,Charles Sturt University,2006,NSW,RUN,RTS,"3,236,474 "
2236,Curtin University,2006,WA,ATN,APA,"2,229,974 "
2236,Curtin University,2006,WA,ATN,IPRS,"215,545 "
2236,Curtin University,2006,WA,ATN,IGS,"6,071,462 "
2236,Curtin University,2006,WA,ATN,RIBG,"2,021,009 "
2236,Curtin University,2006,WA,ATN,RTS,"12,363,662 "
3030,Deakin University,2006,VIC,ATN,APA,"1,601,147 "
3030,Deakin University,2006,VIC,ATN,IPRS,"323,041 "
3030,Deakin University,2006,VIC,ATN,IGS,"4,257,525 "
3030,Deakin University,2006,VIC,ATN,RIBG,"2,294,488 "
3030,Deakin University,2006,VIC,ATN,RTS,"8,919,599 "
2235,Edith Cowan University,2006,WA,non-aligned,APA,"873,656 "
2235,Edith Cowan University,2006,WA,non-aligned,IPRS,"173,638 "
2235,Edith Cowan University,2006,WA,non-aligned,IGS,"1,824,577 "
2235,Edith Cowan University,2006,WA,non-aligned,RIBG,"545,259 "
2235,Edith Cowan University,2006,WA,non-aligned,RTS,"4,074,060 "
2154,Federation University Australia,2006,VIC,RUN,APA,"296,276 "
2154,Federation University Australia,2006,VIC,RUN,IPRS,"26,961 "
2154,Federation University Australia,2006,VIC,RUN,IGS,"778,796 "
2154,Federation University Australia,2006,VIC,RUN,RIBG,"230,664 "
2154,Federation University Australia,2006,VIC,RUN,RTS,"1,416,962 "
3029,Flinders University,2006,SA,IRU,APA,"1,696,028 "
3029,Flinders University,2006,SA,IRU,IPRS,"328,401 "
3029,Flinders University,2006,SA,IRU,IGS,"6,364,289 "
3029,Flinders University,2006,SA,IRU,RIBG,"2,964,274 "
3029,Flinders University,2006,SA,IRU,RTS,"10,823,476 "
3032,Griffith University,2006,QLD,IRU,APA,"2,197,118 "
3032,Griffith University,2006,QLD,IRU,IPRS,"401,792 "
3032,Griffith University,2006,QLD,IRU,IGS,"6,358,935 "
3032,Griffith University,2006,QLD,IRU,RIBG,"2,814,994 "
3032,Griffith University,2006,QLD,IRU,RTS,"12,763,635 "
1019,James Cook University,2006,QLD,IRU,APA,"1,321,971 "
1019,James Cook University,2006,QLD,IRU,IPRS,"324,145 "
1019,James Cook University,2006,QLD,IRU,IGS,"3,938,026 "
1019,James Cook University,2006,QLD,IRU,RIBG,"1,853,044 "
1019,James Cook University,2006,QLD,IRU,RPS,"370,459 "
1019,James Cook University,2006,QLD,IRU,RTS,"8,501,733 "
3020,La Trobe University,2006,VIC,IRU,APA,"2,190,445 "
3020,La Trobe University,2006,VIC,IRU,IPRS,"337,988 "
3020,La Trobe University,2006,VIC,IRU,IGS,"5,677,044 "
3020,La Trobe University,2006,VIC,IRU,RIBG,"2,906,865 "
3020,La Trobe University,2006,VIC,IRU,RPS,"1,066,874 "
3020,La Trobe University,2006,VIC,IRU,RTS,"12,921,803 "
3025,Macquarie University,2006,NSW,non-aligned,APA,"1,660,343 "
3025,Macquarie University,2006,NSW,non-aligned,IPRS,"320,058 "
3025,Macquarie University,2006,NSW,non-aligned,IGS,"5,652,318 "
3025,Macquarie University,2006,NSW,non-aligned,RIBG,"3,016,892 "
3025,Macquarie University,2006,NSW,non-aligned,RTS,"11,482,124 "
3035,Monash University,2006,VIC,Go8,APA,"6,810,755 "
3035,Monash University,2006,VIC,Go8,IPRS,"1,179,668 "
3035,Monash University,2006,VIC,Go8,IGS,"21,370,274 "
3035,Monash University,2006,VIC,Go8,RIBG,"14,184,850 "
3035,Monash University,2006,VIC,Go8,RTS,"40,211,886 "
1034,Murdoch University,2006,WA,IRU,APA,"1,571,819 "
1034,Murdoch University,2006,WA,IRU,IPRS,"311,279 "
1034,Murdoch University,2006,WA,IRU,IGS,"5,430,749 "
1034,Murdoch University,2006,WA,IRU,RIBG,"2,876,607 "
1034,Murdoch University,2006,WA,IRU,RTS,"9,480,536 "
3042,Queensland University of Technology,2006,QLD,non-aligned,APA,"2,051,812 "
3042,Queensland University of Technology,2006,QLD,non-aligned,IPRS,"429,197 "
3042,Queensland University of Technology,2006,QLD,non-aligned,IGS,"5,385,164 "
3042,Queensland University of Technology,2006,QLD,non-aligned,RIBG,"2,372,759 "
3042,Queensland University of Technology,2006,QLD,non-aligned,RTS,"11,091,437 "
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,APA,"2,509,420 "
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,IPRS,"398,523 "
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,IGS,"5,477,147 "
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,RIBG,"1,620,975 "
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,RTS,"13,262,882 "
3038,Southern Cross University,2006,NSW,RUN,APA,"710,770 "
3038,Southern Cross University,2006,NSW,RUN,IPRS,"94,149 "
3038,Southern Cross University,2006,NSW,RUN,IGS,"1,416,122 "
3038,Southern Cross University,2006,NSW,RUN,RIBG,"498,334 "
3038,Southern Cross University,2006,NSW,RUN,RTS,"3,315,101 "
2177,Swinburne University of Technology,2006,VIC,non-aligned,APA,"907,686 "
2177,Swinburne University of Technology,2006,VIC,non-aligned,IPRS,"168,594 "
2177,Swinburne University of Technology,2006,VIC,non-aligned,IGS,"2,413,715 "
2177,Swinburne University of Technology,2006,VIC,non-aligned,RIBG,"1,217,567 "
2177,Swinburne University of Technology,2006,VIC,non-aligned,RTS,"5,364,654 "
3033,The Australian National University,2006,ACT,Go8,APA,"4,901,641 "
3033,The Australian National University,2006,ACT,Go8,IPRS,"1,041,028 "
3033,The Australian National University,2006,ACT,Go8,IGS,"17,664,169 "
3033,The Australian National University,2006,ACT,Go8,RIBG,"17,248,705 "
3033,The Australian National University,2006,ACT,Go8,RTS,"27,393,976 "
3010,The University of Adelaide,2006,SA,Go8,APA,"4,381,363 "
3010,The University of Adelaide,2006,SA,Go8,IPRS,"883,232 "
3010,The University of Adelaide,2006,SA,Go8,IGS,"16,371,441 "
3010,The University of Adelaide,2006,SA,Go8,RIBG,"14,247,813 "
3010,The University of Adelaide,2006,SA,Go8,RTS,"29,757,358 "
3036,The University of Melbourne,2006,VIC,Go8,APA,"10,560,034 "
3036,The University of Melbourne,2006,VIC,Go8,IPRS,"2,277,219 "
3036,The University of Melbourne,2006,VIC,Go8,IGS,"33,985,085 "
3036,The University of Melbourne,2006,VIC,Go8,RIBG,"26,050,735 "
3036,The University of Melbourne,2006,VIC,Go8,RTS,"59,906,570 "
3044,The University of Notre Dame Australia,2006,WA,non-aligned,APA,"59,939 "
3044,The University of Notre Dame Australia,2006,WA,non-aligned,IPRS,"53,772 "
3044,The University of Notre Dame Australia,2006,WA,non-aligned,IGS,"95,343 "
3044,The University of Notre Dame Australia,2006,WA,non-aligned,RTS,"257,327 "
3019,The University of Queensland,2006,QLD,Go8,APA,"8,528,635 "
3019,The University of Queensland,2006,QLD,Go8,IPRS,"1,902,218 "
3019,The University of Queensland,2006,QLD,Go8,IGS,"28,731,438 "
3019,The University of Queensland,2006,QLD,Go8,RIBG,"19,709,820 "
3019,The University of Queensland,2006,QLD,Go8,RTS,"53,922,836 "
3040,The University of Sydney,2006,NSW,Go8,APA,"8,901,571 "
3040,The University of Sydney,2006,NSW,Go8,IPRS,"1,892,204 "
3040,The University of Sydney,2006,NSW,Go8,IGS,"30,523,273 "
3040,The University of Sydney,2006,NSW,Go8,RIBG,"23,727,428 "
3040,The University of Sydney,2006,NSW,Go8,RTS,"56,985,729 "
1055,The University of Western Australia,2006,WA,Go8,APA,"4,737,369 "
1055,The University of Western Australia,2006,WA,Go8,IPRS,"1,092,019 "
1055,The University of Western Australia,2006,WA,Go8,IGS,"16,821,078 "
1055,The University of Western Australia,2006,WA,Go8,RIBG,"14,806,590 "
1055,The University of Western Australia,2006,WA,Go8,RTS,"29,579,096 "
2241,University of Canberra,2006,ACT,IRU,APA,"563,596 "
2241,University of Canberra,2006,ACT,IRU,IPRS,"63,153 "
2241,University of Canberra,2006,ACT,IRU,IGS,"1,709,364 "
2241,University of Canberra,2006,ACT,IRU,RIBG,"435,379 "
2241,University of Canberra,2006,ACT,IRU,RTS,"2,740,383 "
4331,University of Divinity,2006,VIC,non-aligned,APA,"174,634 "
4331,University of Divinity,2006,VIC,non-aligned,IPRS,"28,281 "
4331,University of Divinity,2006,VIC,non-aligned,IGS,"200,499 "
4331,University of Divinity,2006,VIC,non-aligned,RTS,"371,826 "
3039,University of New England,2006,NSW,RUN,APA,"1,258,717 "
3039,University of New England,2006,NSW,RUN,IPRS,"257,515 "
3039,University of New England,2006,NSW,RUN,IGS,"3,477,596 "
3039,University of New England,2006,NSW,RUN,RIBG,"2,095,373 "
3039,University of New England,2006,NSW,RUN,RPS,"510,453 "
3039,University of New England,2006,NSW,RUN,RTS,"8,200,666 "
3013,University of New South Wales,2006,NSW,Go8,APA,"6,937,380 "
3013,University of New South Wales,2006,NSW,Go8,IPRS,"1,606,124 "
3013,University of New South Wales,2006,NSW,Go8,IGS,"23,022,144 "
3013,University of New South Wales,2006,NSW,Go8,RIBG,"17,028,054 "
3013,University of New South Wales,2006,NSW,Go8,RTS,"42,568,321 "
3014,University of Newcastle,2006,NSW,ATN,APA,"2,164,643 "
3014,University of Newcastle,2006,NSW,ATN,IPRS,"233,724 "
3014,University of Newcastle,2006,NSW,ATN,IGS,"7,023,467 "
3014,University of Newcastle,2006,NSW,ATN,RIBG,"5,079,830 "
3014,University of Newcastle,2006,NSW,ATN,RPS,"839,198 "
3014,University of Newcastle,2006,NSW,ATN,RTS,"12,881,514 "
3027,University of South Australia,2006,SA,ATN,APA,"1,660,448 "
3027,University of South Australia,2006,SA,ATN,IPRS,"301,957 "
3027,University of South Australia,2006,SA,ATN,IGS,"4,773,046 "
3027,University of South Australia,2006,SA,ATN,RIBG,"1,655,230 "
3027,University of South Australia,2006,SA,ATN,RTS,"8,544,162 "
2201,University of Southern Queensland,2006,QLD,RUN,APA,"359,634 "
2201,University of Southern Queensland,2006,QLD,RUN,IPRS,"50,710 "
2201,University of Southern Queensland,2006,QLD,RUN,IGS,"1,060,694 "
2201,University of Southern Queensland,2006,QLD,RUN,RIBG,"316,899 "
2201,University of Southern Queensland,2006,QLD,RUN,RTS,"2,244,417 "
3045,University of Tasmania,2006,TAS,non-aligned,APA,"2,221,159 "
3045,University of Tasmania,2006,TAS,non-aligned,IPRS,"487,696 "
3045,University of Tasmania,2006,TAS,non-aligned,IGS,"7,474,888 "
3045,University of Tasmania,2006,TAS,non-aligned,RIBG,"5,590,973 "
3045,University of Tasmania,2006,TAS,non-aligned,RTS,"15,366,907 "
3016,University of Technology Sydney,2006,NSW,ATN,APA,"1,458,779 "
3016,University of Technology Sydney,2006,NSW,ATN,IPRS,"304,504 "
3016,University of Technology Sydney,2006,NSW,ATN,IGS,"4,216,128 "
3016,University of Technology Sydney,2006,NSW,ATN,RIBG,"2,455,496 "
3016,University of Technology Sydney,2006,NSW,ATN,RTS,"9,483,873 "
3043,University of the Sunshine Coast,2006,QLD,RUN,APA,"59,939 "
3043,University of the Sunshine Coast,2006,QLD,RUN,IPRS,"31,598 "
3043,University of the Sunshine Coast,2006,QLD,RUN,IGS,"207,477 "
3043,University of the Sunshine Coast,2006,QLD,RUN,RIBG,"61,116 "
3043,University of the Sunshine Coast,2006,QLD,RUN,RTS,"673,735 "
1058,University of Wollongong,2006,NSW,non-aligned,APA,"1,787,164 "
1058,University of Wollongong,2006,NSW,non-aligned,IPRS,"304,561 "
1058,University of Wollongong,2006,NSW,non-aligned,IGS,"5,751,693 "
1058,University of Wollongong,2006,NSW,non-aligned,RIBG,"3,475,186 "
1058,University of Wollongong,2006,NSW,non-aligned,RPS,"265,425 "
1058,University of Wollongong,2006,NSW,non-aligned,RTS,"12,714,281 "
3007,Victoria University,2006,VIC,non-aligned,APA,"813,235 "
3007,Victoria University,2006,VIC,non-aligned,IPRS,"81,651 "
3007,Victoria University,2006,VIC,non-aligned,IGS,"2,039,400 "
3007,Victoria University,2006,VIC,non-aligned,RIBG,"827,267 "
3007,Victoria University,2006,VIC,non-aligned,RTS,"5,237,842 "
3004,Western Sydney University,2006,NSW,IRU,APA,"1,316,358 "
3004,Western Sydney University,2006,NSW,IRU,IPRS,"251,241 "
3004,Western Sydney University,2006,NSW,IRU,IGS,"3,327,780 "
3004,Western Sydney University,2006,NSW,IRU,RIBG,"1,257,071 "
3004,Western Sydney University,2006,NSW,IRU,RTS,"8,098,539 "
3006,Australian Catholic University,2005,OTHER,non-aligned,APA,"235,303 "
3006,Australian Catholic University,2005,OTHER,non-aligned,IPRS,"55,323 "
3006,Australian Catholic University,2005,OTHER,non-aligned,IGS,"650,925 "
3006,Australian Catholic University,2005,OTHER,non-aligned,RIBG,"200,223 "
3006,Australian Catholic University,2005,OTHER,non-aligned,RTS,"1,096,646 "
2246,Batchelor Institute of Indigenous Tertiary Education,2005,NT,non-aligned,APA,"19,212 "
2246,Batchelor Institute of Indigenous Tertiary Education,2005,NT,non-aligned,IGS,"79,300 "
2246,Batchelor Institute of Indigenous Tertiary Education,2005,NT,non-aligned,RTS,"62,717 "
3003,Bond University ,2005,QLD,non-aligned,APA,"58,826 "
3003,Bond University ,2005,QLD,non-aligned,IPRS,"55,323 "
3003,Bond University ,2005,QLD,non-aligned,IGS,"77,846 "
3003,Bond University ,2005,QLD,non-aligned,RIBG,"16,483 "
3003,Bond University ,2005,QLD,non-aligned,RTS,"149,570 "
2200,Central Queensland University,2005,QLD,RUN,APA,"403,248 "
2200,Central Queensland University,2005,QLD,RUN,IPRS,"55,323 "
2200,Central Queensland University,2005,QLD,RUN,IGS,"1,208,869 "
2200,Central Queensland University,2005,QLD,RUN,RIBG,"377,980 "
2200,Central Queensland University,2005,QLD,RUN,RPS,"12,137 "
2200,Central Queensland University,2005,QLD,RUN,RTS,"2,714,479 "
3001,Charles Darwin University,2005,NT,non-aligned,APA,"342,276 "
3001,Charles Darwin University,2005,NT,non-aligned,IPRS,"56,281 "
3001,Charles Darwin University,2005,NT,non-aligned,IGS,"1,153,125 "
3001,Charles Darwin University,2005,NT,non-aligned,RIBG,"469,670 "
3001,Charles Darwin University,2005,NT,non-aligned,RPS,"105,080 "
3001,Charles Darwin University,2005,NT,non-aligned,RTS,"2,219,335 "
3005,Charles Sturt University,2005,NSW,RUN,APA,"475,691 "
3005,Charles Sturt University,2005,NSW,RUN,IPRS,"99,666 "
3005,Charles Sturt University,2005,NSW,RUN,IGS,"1,483,580 "
3005,Charles Sturt University,2005,NSW,RUN,RIBG,"1,082,233 "
3005,Charles Sturt University,2005,NSW,RUN,RTS,"3,166,693 "
2236,Curtin University,2005,WA,ATN,APA,"2,068,505 "
2236,Curtin University,2005,WA,ATN,IPRS,"424,847 "
2236,Curtin University,2005,WA,ATN,IGS,"5,887,998 "
2236,Curtin University,2005,WA,ATN,RIBG,"1,676,150 "
2236,Curtin University,2005,WA,ATN,RTS,"11,675,640 "
3030,Deakin University,2005,VIC,ATN,APA,"1,534,443 "
3030,Deakin University,2005,VIC,ATN,IPRS,"296,886 "
3030,Deakin University,2005,VIC,ATN,IGS,"3,828,196 "
3030,Deakin University,2005,VIC,ATN,RIBG,"1,939,573 "
3030,Deakin University,2005,VIC,ATN,RTS,"8,524,780 "
2235,Edith Cowan University,2005,WA,non-aligned,APA,"871,029 "
2235,Edith Cowan University,2005,WA,non-aligned,IPRS,"165,969 "
2235,Edith Cowan University,2005,WA,non-aligned,IGS,"1,697,805 "
2235,Edith Cowan University,2005,WA,non-aligned,RIBG,"471,939 "
2235,Edith Cowan University,2005,WA,non-aligned,RTS,"3,971,307 "
2154,Federation University Australia,2005,VIC,RUN,APA,"254,515 "
2154,Federation University Australia,2005,VIC,RUN,IPRS,"55,678 "
2154,Federation University Australia,2005,VIC,RUN,IGS,"677,824 "
2154,Federation University Australia,2005,VIC,RUN,RIBG,"219,288 "
2154,Federation University Australia,2005,VIC,RUN,RTS,"1,191,634 "
3029,Flinders University,2005,SA,IRU,APA,"1,746,864 "
3029,Flinders University,2005,SA,IRU,IPRS,"345,030 "
3029,Flinders University,2005,SA,IRU,IGS,"6,574,322 "
3029,Flinders University,2005,SA,IRU,RIBG,"3,064,403 "
3029,Flinders University,2005,SA,IRU,RTS,"11,093,375 "
3032,Griffith University,2005,QLD,IRU,APA,"2,100,153 "
3032,Griffith University,2005,QLD,IRU,IPRS,"396,552 "
3032,Griffith University,2005,QLD,IRU,IGS,"6,409,352 "
3032,Griffith University,2005,QLD,IRU,RIBG,"2,831,524 "
3032,Griffith University,2005,QLD,IRU,RTS,"12,325,685 "
1019,James Cook University,2005,QLD,IRU,APA,"1,351,358 "
1019,James Cook University,2005,QLD,IRU,IPRS,"290,497 "
1019,James Cook University,2005,QLD,IRU,IGS,"4,016,784 "
1019,James Cook University,2005,QLD,IRU,RIBG,"1,804,258 "
1019,James Cook University,2005,QLD,IRU,RPS,"335,894 "
1019,James Cook University,2005,QLD,IRU,RTS,"8,490,602 "
3020,La Trobe University,2005,VIC,IRU,APA,"2,256,405 "
3020,La Trobe University,2005,VIC,IRU,IPRS,"455,676 "
3020,La Trobe University,2005,VIC,IRU,IGS,"5,864,397 "
3020,La Trobe University,2005,VIC,IRU,RIBG,"2,937,284 "
3020,La Trobe University,2005,VIC,IRU,RPS,"931,954 "
3020,La Trobe University,2005,VIC,IRU,RTS,"13,348,278 "
3025,Macquarie University,2005,NSW,non-aligned,APA,"1,650,796 "
3025,Macquarie University,2005,NSW,non-aligned,IPRS,"331,938 "
3025,Macquarie University,2005,NSW,non-aligned,IGS,"5,838,855 "
3025,Macquarie University,2005,NSW,non-aligned,RIBG,"2,667,217 "
3025,Macquarie University,2005,NSW,non-aligned,RTS,"11,861,084 "
3035,Monash University,2005,VIC,Go8,APA,"6,609,001 "
3035,Monash University,2005,VIC,Go8,IPRS,"1,259,761 "
3035,Monash University,2005,VIC,Go8,IGS,"20,920,731 "
3035,Monash University,2005,VIC,Go8,RIBG,"12,705,777 "
3035,Monash University,2005,VIC,Go8,RTS,"39,162,472 "
1034,Murdoch University,2005,WA,IRU,APA,"1,470,022 "
1034,Murdoch University,2005,WA,IRU,IPRS,"281,261 "
1034,Murdoch University,2005,WA,IRU,IGS,"5,027,342 "
1034,Murdoch University,2005,WA,IRU,RIBG,"2,852,614 "
1034,Murdoch University,2005,WA,IRU,RTS,"9,106,467 "
3042,Queensland University of Technology,2005,QLD,non-aligned,APA,"1,988,208 "
3042,Queensland University of Technology,2005,QLD,non-aligned,IPRS,"376,281 "
3042,Queensland University of Technology,2005,QLD,non-aligned,IGS,"5,082,244 "
3042,Queensland University of Technology,2005,QLD,non-aligned,RIBG,"2,049,454 "
3042,Queensland University of Technology,2005,QLD,non-aligned,RTS,"10,421,986 "
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,APA,"2,495,092 "
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,IPRS,"508,888 "
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,IGS,"5,231,466 "
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,RIBG,"1,231,201 "
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,RTS,"12,636,244 "
3038,Southern Cross University,2005,NSW,RUN,APA,"657,140 "
3038,Southern Cross University,2005,NSW,RUN,IPRS,"141,897 "
3038,Southern Cross University,2005,NSW,RUN,IGS,"1,336,270 "
3038,Southern Cross University,2005,NSW,RUN,RIBG,"475,592 "
3038,Southern Cross University,2005,NSW,RUN,RTS,"3,076,628 "
2177,Swinburne University of Technology,2005,VIC,non-aligned,APA,"887,982 "
2177,Swinburne University of Technology,2005,VIC,non-aligned,IPRS,"165,969 "
2177,Swinburne University of Technology,2005,VIC,non-aligned,IGS,"2,176,127 "
2177,Swinburne University of Technology,2005,VIC,non-aligned,RIBG,"1,025,133 "
2177,Swinburne University of Technology,2005,VIC,non-aligned,RTS,"5,087,855 "
3033,The Australian National University,2005,ACT,Go8,APA,"4,729,236 "
3033,The Australian National University,2005,ACT,Go8,IPRS,"1,003,982 "
3033,The Australian National University,2005,ACT,Go8,IGS,"16,667,927 "
3033,The Australian National University,2005,ACT,Go8,RIBG,"14,486,690 "
3033,The Australian National University,2005,ACT,Go8,RTS,"25,597,366 "
3010,The University of Adelaide,2005,SA,Go8,APA,"4,288,577 "
3010,The University of Adelaide,2005,SA,Go8,IPRS,"828,053 "
3010,The University of Adelaide,2005,SA,Go8,IGS,"16,311,291 "
3010,The University of Adelaide,2005,SA,Go8,RIBG,"13,773,160 "
3010,The University of Adelaide,2005,SA,Go8,RTS,"29,639,959 "
3036,The University of Melbourne,2005,VIC,Go8,APA,"10,163,803 "
3036,The University of Melbourne,2005,VIC,Go8,IPRS,"1,944,386 "
3036,The University of Melbourne,2005,VIC,Go8,IGS,"32,771,643 "
3036,The University of Melbourne,2005,VIC,Go8,RIBG,"25,038,357 "
3036,The University of Melbourne,2005,VIC,Go8,RTS,"56,851,292 "
3044,The University of Notre Dame Australia,2005,WA,non-aligned,APA,"58,826 "
3044,The University of Notre Dame Australia,2005,WA,non-aligned,IPRS,"55,323 "
3044,The University of Notre Dame Australia,2005,WA,non-aligned,IGS,"98,489 "
3044,The University of Notre Dame Australia,2005,WA,non-aligned,RTS,"255,267 "
3019,The University of Queensland,2005,QLD,Go8,APA,"8,389,542 "
3019,The University of Queensland,2005,QLD,Go8,IPRS,"1,672,423 "
3019,The University of Queensland,2005,QLD,Go8,IGS,"29,051,968 "
3019,The University of Queensland,2005,QLD,Go8,RIBG,"17,277,500 "
3019,The University of Queensland,2005,QLD,Go8,RTS,"53,227,996 "
3040,The University of Sydney,2005,NSW,Go8,APA,"8,692,092 "
3040,The University of Sydney,2005,NSW,Go8,IPRS,"1,679,410 "
3040,The University of Sydney,2005,NSW,Go8,IGS,"29,973,222 "
3040,The University of Sydney,2005,NSW,Go8,RIBG,"21,150,451 "
3040,The University of Sydney,2005,NSW,Go8,RTS,"56,901,982 "
1055,The University of Western Australia,2005,WA,Go8,APA,"4,654,136 "
1055,The University of Western Australia,2005,WA,Go8,IPRS,"909,657 "
1055,The University of Western Australia,2005,WA,Go8,IGS,"16,253,929 "
1055,The University of Western Australia,2005,WA,Go8,RIBG,"13,902,985 "
1055,The University of Western Australia,2005,WA,Go8,RTS,"28,904,215 "
2241,University of Canberra,2005,ACT,IRU,APA,"619,339 "
2241,University of Canberra,2005,ACT,IRU,IPRS,"110,646 "
2241,University of Canberra,2005,ACT,IRU,IGS,"1,765,776 "
2241,University of Canberra,2005,ACT,IRU,RIBG,"355,176 "
2241,University of Canberra,2005,ACT,IRU,RTS,"2,796,618 "
4331,University of Divinity,2005,VIC,non-aligned,APA,"184,898 "
4331,University of Divinity,2005,VIC,non-aligned,IPRS,"55,323 "
4331,University of Divinity,2005,VIC,non-aligned,IGS,"175,875 "
4331,University of Divinity,2005,VIC,non-aligned,RTS,"253,744 "
3039,University of New England,2005,NSW,RUN,APA,"1,243,875 "
3039,University of New England,2005,NSW,RUN,IPRS,"271,970 "
3039,University of New England,2005,NSW,RUN,IGS,"3,592,363 "
3039,University of New England,2005,NSW,RUN,RIBG,"2,182,116 "
3039,University of New England,2005,NSW,RUN,RPS,"394,006 "
3039,University of New England,2005,NSW,RUN,RTS,"8,471,323 "
3013,University of New South Wales,2005,NSW,Go8,APA,"7,051,086 "
3013,University of New South Wales,2005,NSW,Go8,IPRS,"1,432,906 "
3013,University of New South Wales,2005,NSW,Go8,IGS,"23,781,916 "
3013,University of New South Wales,2005,NSW,Go8,RIBG,"16,215,215 "
3013,University of New South Wales,2005,NSW,Go8,RTS,"42,138,012 "
3014,University of Newcastle,2005,NSW,ATN,APA,"2,087,383 "
3014,University of Newcastle,2005,NSW,ATN,IPRS,"400,353 "
3014,University of Newcastle,2005,NSW,ATN,IGS,"6,591,675 "
3014,University of Newcastle,2005,NSW,ATN,RIBG,"4,476,009 "
3014,University of Newcastle,2005,NSW,ATN,RPS,"1,141,770 "
